company_name,company_industry,employee_count_range,city,platform
EchoPark Automotive,Retail Motor Vehicles,"5001-10,000",Charlotte,smartrecruiter
Pixelle Specialty Solutions,Paper and Forest Product Manufacturing,501-1000,Spring Grove,smartrecruiter
Pyrotek,Engineering Services,1001-5000,Spokane,smartrecruiter
Evergreen Retirement Community,Hospitals and Health Care,201-500,Oshkosh,smartrecruiter
Spring Venture Group,Insurance,1001-5000,Kansas City,smartrecruiter
Forbes Advisor,Consumer Services,501-1000,Jersey City,smartrecruiter
PayNearMe,Financial Services,201-500,Santa Clara,smartrecruiter
Anastasia Beverly Hills,Personal Care Product Manufacturing,501-1000,Beverly Hills,smartrecruiter
DNAnexus,Biotechnology Research,201-500,Mountain View,smartrecruiter
Heartbeat,Advertising Services,201-500,New York,smartrecruiter
Customized Energy Solutions,Utilities,201-500,Philadelphia,smartrecruiter
Job Corps,Education Administration Programs,,Washington,smartrecruiter
Inspira Marketing,Events Services,201-500,Norwalk,smartrecruiter
Momentus Technologies,Software Development,201-500,St Louis,smartrecruiter
"Oteemo, Inc",IT Services and IT Consulting,51-200,Reston,smartrecruiter
"Tessenderlo Kerley, Inc.",Chemical Manufacturing,201-500,Phoenix,smartrecruiter
Burwood Group,IT Services and IT Consulting,201-500,Oak Brook,smartrecruiter
KIPP Philadelphia Public Schools,Education Administration Programs,501-1000,Philadelphia,smartrecruiter
Expert Institute,Law Practice,201-500,New York,smartrecruiter
"Synectics for Management Decisions, Inc",IT Services and IT Consulting,51-200,Arlington,smartrecruiter
MacroHealth,Software Development,51-200,Kirkland,smartrecruiter
New England Donor Services,Hospitals and Health Care,201-500,Waltham,smartrecruiter
"MAT Holdings, Inc.",Motor Vehicle Manufacturing,1001-5000,Long Grove,smartrecruiter
Mariners Church,Religious Institutions,201-500,Irvine,smartrecruiter
Wabash Valley Power Alliance,Utilities,51-200,Indianapolis,smartrecruiter
Casebook PBC,Software Development,11-50,New York,smartrecruiter
EAC Product Development Solutions,IT Services and IT Consulting,51-200,Minneapolis,smartrecruiter
CS Group,Food and Beverage Services,1001-5000,St. Louis,smartrecruiter
ITW Automotive,Motor Vehicle Manufacturing,"5001-10,000",Glenview,smartrecruiter
Wonderful Agency,Advertising Services,,Los Angeles,smartrecruiter
Wonderful Sales,Food and Beverage Services,"5001-10,000",Los Angeles,smartrecruiter
Level Studios,Advertising Services,201-500,San Jose,smartrecruiter
Brookline College,Higher Education,201-500,Phoenix,smartrecruiter
Methodist Medical Group,Hospitals and Health Care,"5001-10,000",Dallas,smartrecruiter
LEARN,Education Administration Programs,201-500,Old Lyme,smartrecruiter
ConnectDER,Electrical Equipment Manufacturing,11-50,Philadelphia,smartrecruiter
Council on Social Work Education,Non-profit Organizations,51-200,Alexandria,smartrecruiter
American Hydro,Industrial Machinery Manufacturing,51-200,York,smartrecruiter
TA Services,"Transportation, Logistics, Supply Chain and Storage",501-1000,Mansfield,smartrecruiter
Shape Technologies Group,Machinery Manufacturing,501-1000,Kent,smartrecruiter
The Motion Agency,Advertising Services,51-200,Chicago,smartrecruiter
Brandpoint,Public Relations and Communications Services,51-200,Hopkins,smartrecruiter
Ubiquity Retirement + Savings,Financial Services,51-200,San Francisco,smartrecruiter
MyTime,"Technology, Information and Internet",51-200,Los Angeles,smartrecruiter
Cooper Auto Group,Retail Motor Vehicles,501-1000,Midwest City,smartrecruiter
Solvios Technology,IT Services and IT Consulting,11-50,Alpharetta,smartrecruiter
Okos Smart Homes,IT Services and IT Consulting,11-50,Los Angeles,smartrecruiter
KIPP North Carolina Public Schools,Education Administration Programs,501-1000,Durham,smartrecruiter
RPI Consultants,IT Services and IT Consulting,51-200,Baltimore,smartrecruiter
Benton Veterinary Hospital,Veterinary Services,1-10,Benton,smartrecruiter
RF Connect,Wireless Services,11-50,Farmington Hills,smartrecruiter
Fluxo,IT Services and IT Consulting,1-10,Detroit,smartrecruiter
Brytesight,IT Services and IT Consulting,11-50,Carrollton,smartrecruiter
DataHouse,IT Services and IT Consulting,201-500,Honolulu,smartrecruiter
Edwards Label,Printing Services,201-500,Ventura,smartrecruiter
Brookdale Premier Addiction Recovery,Wellness and Fitness Services,,Scotrun,smartrecruiter
Near North Montessori School,Hospitals and Health Care,51-200,Chicago,smartrecruiter
Realty ONE Group,Real Estate,"5001-10,000",Las Vegas,smartrecruiter
Xtalic,Nanotechnology Research,11-50,Marlborough,smartrecruiter
Skye,Consumer Services,11-50,New York,smartrecruiter
Pinelands Recovery Center of Medford,Hospitals and Health Care,51-200,Medford,smartrecruiter
PV,Architecture and Planning,"10,000+",New York,smartrecruiter
The Check Cashing Store,Financial Services,51-200,Fort Lauderdale,smartrecruiter
KMT Waterjet,Machinery Manufacturing,501-1000,Baxter Springs,smartrecruiter
Maricich Health,Advertising Services,11-50,Irvine,smartrecruiter
Bosch Group,Manufacturing,"10,000+",Farmington Hills,smartrecruiter
Casper,Retail,501-1000,New York,smartrecruiter
Rexroth,Manufacturing,"10,000+",Farmington Hills,smartrecruiter
Submittable,Software Development,201-500,Missoula,smartrecruiter
Tivoli,"Appliances, Electrical, and Electronics Manufacturing",1001-5000,Irvine,smartrecruiter
KIPP Columbus,Education Administration Programs,201-500,Columbus,smartrecruiter
Jitterbit,Software Development,201-500,Alameda,smartrecruiter
pureIntegration,IT Services and IT Consulting,51-200,Reston,smartrecruiter
Lever,Advertising Services,201-500,Downers Grove,smartrecruiter
Galileo Learning,Education Administration Programs,1001-5000,Oakland,smartrecruiter
CapTech,IT Services and IT Consulting,,Richmond,smartrecruiter
MDC,"Transportation, Logistics, Supply Chain and Storage",51-200,Durham,smartrecruiter
Keypath Education,Higher Education,501-1000,Schaumburg,smartrecruiter
Axiado,Computer and Network Security,51-200,San Jose,smartrecruiter
Pramira Inc,Telecommunications,51-200,Tustin,smartrecruiter
Monro Auto Service and Tire Centers,Motor Vehicle Manufacturing,"5001-10,000",Rochester,smartrecruiter
"Xyant Technology, Inc.",Information Services,51-200,Norman,smartrecruiter
StepStone Group,Financial Services,1001-5000,New York,smartrecruiter
MicroStrategy Incorporated,IT Services and IT Consulting,1001-5000,Tysons Corner,smartrecruiter
Wonderful Orchards,Farming,"5001-10,000",Shafter,smartrecruiter
KIPP,Primary and Secondary Education,1001-5000,Houston,smartrecruiter
CoinMarketCap,Information Services,201-500,Delaware,smartrecruiter
Skyward,Software Development,501-1000,Rockville,smartrecruiter
Alto-Shaam,Manufacturing,201-500,Menomonee Falls,smartrecruiter
Intevity,Business Consulting and Services,51-200,Franklin,smartrecruiter
Saatchi & Saatchi X,Advertising Services,201-500,Springdale,smartrecruiter
JB Poindexter & Co,Motor Vehicle Manufacturing,"5001-10,000",Houston,smartrecruiter
Shaker Recruitment Marketing,Advertising Services,201-500,Oak Park,smartrecruiter
Hammoq,Software Development,201-500,Phoenix,smartrecruiter
Litmus Automation,Manufacturing,51-200,Santa Clara,smartrecruiter
Brakes Plus,Vehicle Repair and Maintenance,201-500,Centennial,smartrecruiter
Spear Education,Higher Education,201-500,Scottsdale,smartrecruiter
Nautique Boat Company,Shipbuilding,,Orlando,smartrecruiter
ArborMetrix,IT Services and IT Consulting,11-50,Ann Arbor,smartrecruiter
Brooks Instrument,Automation Machinery Manufacturing,201-500,Hatfield,smartrecruiter
Auberge du Soleil,Hospitality,"5001-10,000",Rutherford,smartrecruiter
Genea,Software Development,201-500,Irvine,smartrecruiter
Cavista,IT Services and IT Consulting,201-500,Dallas,smartrecruiter
UNIFY Dots,Software Development,51-200,Seattle,smartrecruiter
KIPP Memphis Public Schools,Education Administration Programs,51-200,Memphis,smartrecruiter
Integrated Dermatology,Medical Practices,201-500,Boca Raton,smartrecruiter
Miller,Manufacturing,1001-5000,Appleton,smartrecruiter
"Crown Consulting, Inc.",Government Relations Services,201-500,Arlington,smartrecruiter
Business Insider,Online Audio and Video Media,,New York,smartrecruiter
Curtze Food Service,Food and Beverage Services,201-500,Erie,smartrecruiter
Flow International,Machinery Manufacturing,501-1000,Kent,smartrecruiter
Avery Weigh-Tronix,Manufacturing,501-1000,Fairmont,smartrecruiter
Access Psych,Medical Practices,,The Villages,smartrecruiter
KMC Systems,Medical Equipment Manufacturing,51-200,Merrimack,smartrecruiter
Phoenix Stamping Group,Manufacturing,51-200,Atlanta,smartrecruiter
"KMC Systems, Inc.",Medical Equipment Manufacturing,,Merrimack,smartrecruiter
KENDELL,Construction,51-200,Mendota Heights,smartrecruiter
Hummingbird Scientific,Nanotechnology Research,11-50,Lacey,smartrecruiter
North Star Imaging,Industrial Machinery Manufacturing,51-200,Rogers,smartrecruiter
Volo Kids Foundation,Non-profit Organizations,51-200,Baltimore,smartrecruiter
NBC Sports Next,"Technology, Information and Internet",501-1000,Stamford,smartrecruiter
"AllTech Systems, Inc.",Staffing and Recruiting,11-50,Houston,smartrecruiter
Kofile,Information Services,11-50,Irving,smartrecruiter
"Ulbrich Stainless Steels & Special Metals, Inc.",Primary Metal Manufacturing,501-1000,North Haven,smartrecruiter
Morgans Originals,Hospitality,1-10,Brooklyn,smartrecruiter
"Cypress Global Services, Inc",IT Services and IT Consulting,11-50,Houston,smartrecruiter
Datamatics Global Services Inc,IT Services and IT Consulting,"5001-10,000",Edison,smartrecruiter
Verusen,Software Development,51-200,Atlanta,smartrecruiter
The Inn at Little Washington,Hospitality,201-500,Washington,smartrecruiter
"Integres, LLC",IT Services and IT Consulting,1-10,College Park,smartrecruiter
Atyeti Inc,IT Services and IT Consulting,201-500,Princeton,smartrecruiter
Steelscape,Manufacturing,201-500,Kalama,smartrecruiter
Dunn Lumber,Wholesale Building Materials,201-500,Seattle,smartrecruiter
BlueAlly,IT Services and IT Consulting,201-500,Atlanta,smartrecruiter
BETSOL,IT Services and IT Consulting,501-1000,Broomfield,smartrecruiter
Care at Home,Hospitals and Health Care,51-200,New London,smartrecruiter
Sosemo,Advertising Services,11-50,New York,smartrecruiter
A.C.E. Veterinary Hospital,Research Services,1-10,Hopewell Junction,smartrecruiter
Compass Government Solutions,Hospitals and Health Care,11-50,Annapolis,smartrecruiter
Truewerk,Retail,11-50,Denver,smartrecruiter
McClendon Center,Hospitals and Health Care,51-200,Washington,smartrecruiter
ProVal Technologies,IT Services and IT Consulting,51-200,Orlando,smartrecruiter
One Model,"Technology, Information and Internet",51-200,Austin,smartrecruiter
"Fort Walton Machining, Inc.",Mining,51-200,Fort Walton Beach,smartrecruiter
IDB Bank,Banking,1001-5000,New York,smartrecruiter
Beacon ABA Services,Hospitals and Health Care,201-500,Milford,smartrecruiter
Northwest Arkansas Children's Shelter,Individual and Family Services,51-200,Bentonville,smartrecruiter
Twin Farms,Hospitality,"5001-10,000",Barnard,smartrecruiter
EMS Unlimited,Hospitals and Health Care,11-50,Rifle,smartrecruiter
"GTC Machining, LLC",Machinery Manufacturing,11-50,Indianapolis,smartrecruiter
Tire Barn Warehouse,Motor Vehicle Manufacturing,"5001-10,000",Kokomo,smartrecruiter
Hitachi Solutions America,IT Services and IT Consulting,,Irvine,smartrecruiter
City of Pueblo Civil Service,Government Administration,1-10,Pueblo,smartrecruiter
"Levelset, a Procore Company",Software Development,51-200,New Orleans,smartrecruiter
Sirtex Medical Limited,Medical Equipment Manufacturing,201-500,Woburn,smartrecruiter
AFS Foundation & Waterproofing Specialists,Construction,51-200,Huntsville,smartrecruiter
Colby Community College,Higher Education,201-500,Colby,smartrecruiter
Bainum Family Foundation,Non-profit Organizations,51-200,Washington,smartrecruiter
McCright & Associates,Facilities Services,11-50,Chattanooga,smartrecruiter
Savant Systems LLC,"Appliances, Electrical, and Electronics Manufacturing",201-500,Barnstable,smartrecruiter
ITW Pro Brands,Chemical Manufacturing,51-200,Olathe,smartrecruiter
Yale and August U.S.,Computers and Electronics Manufacturing,,San Francisco,smartrecruiter
Enerex,"Technology, Information and Internet",51-200,West Windsor,smartrecruiter
Mind Works,Hospitals and Health Care,11-50,San Antonio,smartrecruiter
"Appcast, Inc","Technology, Information and Media",,Lebanon,smartrecruiter
HCI Hospitality,Restaurants,501-1000,Manhattan,smartrecruiter
Boss Search Group,Staffing and Recruiting,1-10,Las Vegas,smartrecruiter
Campfire Interactive,Software Development,11-50,Ann Arbor,smartrecruiter
Quest National Services,Hospitals and Health Care,11-50,Winter Park,smartrecruiter
Pereira O'Dell,Advertising Services,51-200,San Francisco,smartrecruiter
Criterion Child Enrichment,Child Day Care Services,201-500,Milford,smartrecruiter
Center for Applied Linguistics,Research Services,51-200,"Washington, DC",smartrecruiter
INSIDEA,"Technology, Information and Internet",51-200,San Francisco,smartrecruiter
Quinsite,Software Development,11-50,Chapel Hill,smartrecruiter
House of Rohl,Industrial Machinery Manufacturing,"5001-10,000",Irvine,smartrecruiter
Dallas Healthcare Consultants,Hospitals and Health Care,1-10,Fate,smartrecruiter
MBM,Business Consulting and Services,"10,000+",Norwalk,smartrecruiter
Camp Curiosity,Recreational Facilities,11-50,Doylestown,smartrecruiter
Eagle Gate College,Higher Education,201-500,Layton,smartrecruiter
Bausch+Stroebel,Machinery Manufacturing,11-50,Branford,smartrecruiter
Epworth,Non-profit Organizations,,Columbia,smartrecruiter
VIC THE PICC,Hospitals and Health Care,51-200,Lodi,smartrecruiter
The Sheridan at Severna Park,Nursing Homes and Residential Care Facilities,"5001-10,000",Pasadena,smartrecruiter
"Coating and Converting Technologies, LLC",Manufacturing,51-200,Philadelphia,smartrecruiter
Ark Animal Hospital,Hospitals and Health Care,"5001-10,000",Pace,smartrecruiter
Aspen One,Holding Companies,51-200,Aspen,smartrecruiter
CECO,Non-profit Organizations,51-200,Winter Park,smartrecruiter
Jscrambler,IT Services and IT Consulting,51-200,San Francisco,smartrecruiter
FEIN Power Tools Inc. US,Machinery Manufacturing,51-200,Pittsburgh,smartrecruiter
Edison's Entertainment Complex,Entertainment Providers,51-200,Edwardsville,smartrecruiter
Shiro Technologies LLC,IT Services and IT Consulting,51-200,Addison,smartrecruiter
Leap Consulting Group,IT Services and IT Consulting,11-50,Elmwood Park ,smartrecruiter
the community,Advertising Services,201-500,Miami,smartrecruiter
Joe Cooper Ford of Edmond,Retail,1-10,Oklahoma City,smartrecruiter
Alpha Foundations,Construction,51-200,Monticello,smartrecruiter
Sustainable Surf,Non-profit Organizations,11-50,Manhattan Beach,smartrecruiter
Joe Cooper Ford Yukon,Retail,1-10,Yukon,smartrecruiter
Genesee Theatre,Performing Arts,11-50,Waukegan,smartrecruiter
Reveal Diagnostics,Hospitals and Health Care,11-50,San Francisco,smartrecruiter
MicroStrategy Spain,IT Services and IT Consulting,1001-5000,Tysons,smartrecruiter
Orion Integration Group,Construction,11-50,Boise,smartrecruiter
Bellevue Animal Clinic,Hospitals and Health Care,,Little Rock,smartrecruiter
Lakeway Veterinary Clinic,Hospitals and Health Care,"5001-10,000",Lakeway,smartrecruiter
Mount Dora Veterinary Hospital,Veterinary Services,1-10,Mount Dora,smartrecruiter
city bean,Telecommunications,,Los Angeles,smartrecruiter
Wilkinson Veterinary Clinic,Research Services,1-10,Premont,smartrecruiter
Candlewood Animal Hospital,Research Services,1-10,Omaha,smartrecruiter
Mangrove Bay,,11-50,Naples,smartrecruiter
